,returned,order_id,region
1050,Yes,CA-2015-GK14620140-42257,Central US
1051,Yes,ZA-2015-MN7935147-42339,Eastern Africa
1052,Yes,ES-2012-AA1064564-41268,Southern Europe
1053,Yes,IN-2015-MO178007-42363,Oceania
1054,Yes,CA-2013-AI10855140-41628,Western US
1055,Yes,ES-2015-WB21850139-42248,Northern Europe
1056,Yes,AG-2014-CM21603-41755,North Africa
1057,Yes,IN-2012-RC198257-41167,Oceania
1058,Yes,IN-2013-JM152657-41576,Oceania
1059,Yes,TU-2012-PF9165134-41074,Western Asia
1060,Yes,US-2012-TH21235140-41216,Western US
1061,Yes,US-2013-PF1916582-41445,Central America
1062,Yes,CA-2015-AA10645140-42314,Western US
1063,Yes,ES-2012-MO17950120-41137,Southern Europe
1064,Yes,ES-2013-PB1915034-41373,Northern Europe
1065,Yes,NI-2014-CG204095-41856,Western Africa
1066,Yes,NI-2015-EB411095-42174,Western Africa
1067,Yes,IN-2014-KD16345144-41768,Southeastern Asia
1068,Yes,IN-2015-LA16780102-42095,Southeastern Asia
1069,Yes,IN-2014-SE2011066-41772,Eastern Asia
1070,Yes,ES-2015-AS1024064-42297,Southern Europe
1071,Yes,ZA-2014-LS6945147-41672,Eastern Africa
1072,Yes,TU-2014-SF10965134-41992,Western Asia
1073,Yes,US-2014-LB16795140-41957,Central US
1074,Yes,IN-2014-DA1345058-41769,Southern Asia
1075,Yes,US-2013-HG14845140-41530,Eastern US
1076,Yes,US-2013-SJ2021582-41543,Central America
1077,Yes,CA-2015-EB13870140-42269,Eastern US
1078,Yes,EG-2014-PM894038-41846,North Africa
